best_eplen,recent_best_eplen,rew_mean,eplen_std,best_ext_ret,total_secs,eprew_recent,eprew,n_updates,epcount,eplen,recent_worst_eplen,recent_best_ext_ret,tcount,eprew_std,,,,
1250,1250,-0.17343745,0,-192,34167.28571,-209.59375,-209.48,73,14848,1250,1250,-192,18560000,5.869378161,,,,
1250,1250,-0.15812635,0,-192,34645.87123,-210.234375,-209.32,74,15104,1250,1250,-200,18880000,6.041324358,,,,
1250,1250,-0.17487699,0,-192,35128.7933,-208.8125,-209.04,75,15232,1250,1250,-192,19040000,6.108878784,,,,
1250,1250,-0.15550108,0,-184,35591.08321,-208.203125,-207.36,76,15488,1250,1250,-184,19360000,6.189539563,,,,
1250,1250,-0.16039306,0,-184,36055.97131,-208.109375,-208.48,77,15744,1250,1250,-192,19680000,6.255365697,,,,
1250,1250,-0.17152542,0,-184,36526.76203,-208.515625,-208.86,78,15872,1250,1250,-192,19840000,6.395342055,,,,
1250,1250,-0.15598874,0,-184,37002.99711,-207.703125,-206.72,79,16128,1250,1250,-192,20160000,6.321518805,,,,
1250,1250,-0.17441168,0,-184,37474.89536,-207.34375,-207.24,80,16256,1250,1250,-192,20320000,6.214692269,,,,
1250,1250,-0.1545413,0,-184,37948.14004,-206.8125,-206.96,81,16512,1250,1250,-192,20640000,7.169267745,,,,
1250,1250,-0.15860952,0,-184,38431.75999,-206.4375,-206.48,82,16768,1250,1250,-192,20960000,6.542904554,,,,
1250,1250,-0.16994886,0,-184,38908.98195,-205.90625,-206,83,16896,1250,1250,-192,21120000,6.657326791,,,,
1250,1250,-0.15538672,0,-184,39378.11956,-206.140625,-205.6,84,17152,1250,1250,-192,21440000,5.93295879,,,,
1250,1250,-0.17311786,0,-184,39860.1138,-206.375,-206.12,85,17280,1250,1250,-184,21600000,6.727971462,,,,
1250,1250,-0.15306753,0,-184,40320.09283,-205.5625,-205.16,86,17536,1250,1250,-192,21920000,5.832186554,,,,
1250,1250,-0.1583773,0,-184,40788.77454,-205.75,-206.36,87,17792,1250,1250,-192,22240000,6.12130705,,,,
1250,1250,-0.16864821,0,-184,41262.33456,-204.40625,-204.32,88,17920,1250,1250,-184,22400000,5.266649789,,,,
1250,1250,-0.15350895,0,-160,41731.32939,-204.125,-203.84,89,18176,1250,1250,-160,22720000,6.61924467,,,,
1250,1250,-0.17179762,0,-160,42202.38993,-205.09375,-205.08,90,18304,1250,1250,-192,22880000,6.617673307,,,,
1250,1250,-0.1531671,0,-160,42685.1079,-204.625,-205.36,91,18560,1250,1250,-160,23200000,7.22706026,,,,
1250,1250,-0.15653633,0,-160,43150.51897,-204.015625,-204,92,18816,1250,1250,-192,23520000,5.878775383,,,,
1250,1250,-0.16817015,0,-160,43618.86872,-204.375,-203.96,93,18944,1250,1250,-192,23680000,5.614125043,,,,
1250,1250,-0.15362015,0,-160,44094.48447,-204.171875,-204.92,94,19200,1250,1250,-184,24000000,5.538375213,,,,
1250,1250,-0.17137033,0,-160,44556.62038,-203.4375,-202.8,95,19328,1250,1250,-192,24160000,6.026607669,,,,
1250,1250,-0.1513873,0,-160,45022.33124,-203.421875,-203.28,96,19584,1250,1250,-184,24480000,5.889108591,,,,
1250,1250,-0.1560803,0,-160,45494.82779,-203.1875,-203.44,97,19840,1250,1250,-184,24800000,5.685631012,,,,
1250,1250,-0.16736501,0,-160,45964.80489,-202.84375,-202.88,98,19968,1250,1250,-184,24960000,6.476542287,,,,
1250,1250,-0.15160511,0,-160,46434.18328,-202.71875,-203.12,99,20224,1250,1250,-184,25280000,5.948579662,,,,
1250,1250,-0.17106526,0,-160,46908.4132,-201.9375,-201.76,100,20352,1250,1250,-192,25440000,5.038094878,,,,
1250,1250,-0.15063658,0,-160,47391.63749,-202.1875,-201.28,101,20608,1250,1250,-184,25760000,5.709781082,,,,
1250,1250,-0.15579471,0,-160,47868.84959,-202.828125,-202.4,102,20864,1250,1250,-180,26080000,5.455272679,,,,
1250,1250,-0.16710173,0,-160,48348.69055,-203.46875,-203.32,103,20992,1250,1250,-188,26240000,5.742612646,,,,
1250,1250,-0.15115193,0,-160,48810.71414,-202.0625,-201.56,104,21248,1250,1250,-184,26560000,6.010524104,,,,
1250,1250,-0.17065851,0,-160,49277.42445,-201.625,-201.36,105,21376,1250,1250,-184,26720000,6.176601007,,,,
1250,1250,-0.15008876,0,-160,49752.96057,-202.40625,-202.36,106,21632,1250,1250,-176,27040000,7.11269288,,,,
1250,1250,-0.1552839,0,-160,50229.90881,-201.765625,-203,107,21888,1250,1250,-184,27360000,7.426977851,,,,
1250,1250,-0.16638699,0,-160,50699.6907,-201.59375,-201.48,108,22016,1250,1250,-184,27520000,6.989248887,,,,
1250,1250,-0.15093762,0,-160,51167.83001,-201.46875,-200.6,109,22272,1250,1250,-176,27840000,7.44848978,,,,
1250,1250,-0.1699897,0,-160,51640.29671,-201.8125,-201.48,110,22400,1250,1250,-184,28000000,6.636987268,,,,
1250,1250,-0.15055852,0,-160,52106.66962,-202.03125,-202.16,111,22656,1250,1250,-176,28320000,7.887610538,,,,
1250,1250,-0.15414065,0,-160,52578.81922,-201.5625,-201.16,112,22912,1250,1250,-184,28640000,6.255749356,,,,
1250,1250,-0.16552398,0,-160,53046.31096,-200.25,-200.48,113,23040,1250,1250,-168,28800000,7.003541961,,,,
1250,1250,-0.15072376,0,-160,53510.65916,-200.984375,-202.24,114,23296,1250,1250,-184,29120000,7.027261202,,,,
1250,1250,-0.16988054,0,-160,53977.26345,-200.75,-200.72,115,23424,1250,1250,-176,29280000,6.483949414,,,,
1250,1250,-0.14878541,0,-160,54455.97953,-200.6875,-199.76,116,23680,1250,1250,-176,29600000,7.128983097,,,,
1250,1250,-0.15384912,0,-160,54922.06155,-200.4375,-200.36,117,23936,1250,1250,-176,29920000,7.799384591,,,,
1250,1250,-0.16539149,0,-160,55404.06247,-199.84375,-199.88,118,24064,1250,1250,-184,30080000,6.938703049,,,,
1250,1250,-0.14932413,0,-160,55889.04253,-199.953125,-199.48,119,24320,1250,1250,-176,30400000,7.125278942,,,,
1250,1250,-0.1687879,0,-160,56369.52057,-200.40625,-200.88,120,24448,1250,1250,-184,30560000,6.414483611,,,,
1250,1250,-0.14817472,0,-160,56850.05783,-199.0625,-199.28,121,24704,1250,1250,-176,30880000,7.825701247,,,,
1129,1129,-0.15117885,0,240.2,57332.58152,-197.6710938,-199.44,122,24960,1250,1250,240.2,31199879,6.597454054,,,,
1129,1250,-0.16535497,0,240.2,57823.67827,-199.625,-199.68,123,25088,1250,1250,-176,31359879,5.870059625,,,,
1129,1250,-0.14814276,0,240.2,58297.04352,-199.453125,-198.4,124,25344,1250,1250,-176,31679879,7.939773297,,,,
1129,1250,-0.16835739,0,240.2,58769.62775,-198.0775194,-197.72,125,25473,1250,1250,-176,31841129,7.116291169,,,,
1129,1250,-0.14741787,0,240.2,59247.72643,-198.4313725,-198.48,126,25728,1250,1250,-176,32159879,7.060424916,,,,
1129,1250,-0.15254454,0,240.2,59717.45434,-198.671875,-198.6,127,25984,1250,1250,-176,32479879,7.362064928,,,,
1129,1250,-0.1635631,0,240.2,60181.35092,-198.25,-198.72,128,26112,1250,1250,-168,32639879,7.565817867,,,,
1129,1250,-0.14841463,0,240.2,60650.51456,-198.4375,-198.4,129,26368,1250,1250,-168,32959879,8.039900497,,,,
1129,1250,-0.16922957,0,240.2,61132.16773,-199.8914729,-199.66,130,26497,1250,1250,-184,33121129,7.228028777,,,,
1129,1250,-0.14767696,0,240.2,61597.38104,-199.4509804,-199.12,131,26752,1250,1250,-176,33439879,7.538275665,,,,
1129,1250,-0.1514191,0,240.2,62064.83664,-197.875,-197.2,132,27008,1250,1250,-176,33759879,8.049844719,,,,
1129,1250,-0.16357104,0,240.2,62533.04566,-197.25,-197.24,133,27136,1250,1250,-168,33919879,8.721376038,,,,
1129,1250,-0.14751998,0,240.2,63018.43188,-197.765625,-197.2,134,27392,1250,1250,-176,34239879,7.662897624,,,,
1129,1250,-0.16783647,0,240.2,63494.04351,-197.8604651,-198.2,135,27521,1250,1250,-176,34401129,7.274613392,,,,
1129,1250,-0.14682633,0,240.2,63969.95425,-197.8039216,-197.92,136,27776,1250,1250,-168,34719879,7.989593231,,,,
1129,1250,-0.1519563,0,240.2,64438.4695,-198.1875,-198.36,137,28032,1250,1250,-176,35039879,7.758247225,,,,
1129,1250,-0.16430525,0,240.2,64910.54908,-198.5625,-198.32,138,28160,1250,1250,-168,35199879,8.181540197,,,,
1129,1250,-0.14766519,0,240.2,65387.7479,-198.375,-197.32,139,28416,1250,1250,-168,35519879,8.08069304,,,,
1129,1250,-0.16769348,0,240.2,65866.66712,-196.4341085,-197.12,140,28545,1250,1250,-176,35681129,7.223960133,,,,
1129,1250,-0.14654118,0,240.2,66354.27708,-198.1490196,-197.68,141,28800,1250,1250,-160,35999879,8.41294241,,,,
1129,1250,-0.15123321,0,240.2,66820.86529,-197.3515625,-198.14,142,29056,1250,1250,-168,36319879,8.223162409,,,,
1129,1250,-0.16270955,0,240.2,67294.10635,-197,-197.52,143,29184,1250,1250,-168,36479879,8.759543367,,,,
1129,1250,-0.14702101,0,240.2,67773.46196,-197.4375,-197.6,144,29440,1250,1250,-176,36799879,7.310266753,,,,
1129,1250,-0.1666528,0,240.2,68248.86824,-195.9689922,-196.2,145,29569,1250,1250,-176,36961129,7.274613392,,,,
1129,1250,-0.14561829,0,240.2,68719.22874,-196.4392157,-196.88,146,29824,1250,1250,-168,37279879,8.324998498,,,,
1129,1250,-0.15007575,0,240.2,69194.73131,-196.2734375,-196.8,147,30080,1250,1250,-160,37599879,9.243376007,,,,
1039,1039,-0.16043952,0,258.35,69672.67018,-192.4191406,-196.68,148,30208,1250,1250,258.35,37759668,8.198634033,,,,
1039,1250,-0.14572418,0,258.35,70141.94704,-195.4609375,-196.18,149,30464,1250,1250,-168,38079668,8.295034659,,,,
1039,1250,-0.16424768,0,258.35,70619.32663,-193.7076923,-193.5,150,30594,1250,1250,-152,38242168,10.32424331,,,,
1039,1250,-0.1436553,0,258.35,71097.41362,-193.3385827,-194.6,151,30848,1250,1250,-152,38559668,8.567379996,,,,
1029,1029,-0.14530227,0,260.2,71566.14103,-191.0617188,-195.36,152,31104,1250,1250,260.2,38879307,9.760655716,,,,
1029,1250,-0.16115062,0,260.2,72041.86377,-195.09375,-194.76,153,31232,1250,1250,-152,39039307,10.14605342,,,,
1029,1250,-0.14503774,0,260.2,72519.59293,-194.1796875,-195.04,154,31488,1250,1250,-72,39359307,10.32465012,,,,
1029,1250,-0.16428395,0,260.2,72998.02109,-193.1515152,-193.52,155,31620,1250,1250,-168,39524307,11.23964412,,,,
1029,1250,-0.14242701,0,260.2,73473.6067,-192.7460317,-190.04,156,31872,1250,1250,-160,39839307,10.94707267,,,,
1029,1250,-0.14566052,0,260.2,73957.54444,-191.78125,-190.48,157,32128,1250,1250,-120,40159307,13.21550604,,,,
1029,1250,-0.1592433,0,260.2,74421.76989,-191.53125,-191.08,158,32256,1250,1250,-128,40319307,11.48013937,,,,
1029,1094,-0.14053392,0,260.2,74898.48036,-189.5029297,-192.72,159,32512,1250,1250,247.25,40639151,10.12529506,,,,
822,822,-0.155389,46.2224307,301.75,75370.61443,-178.9203704,-178.8125,160,32647,1243.87,1250,301.75,40807253,66.37522481,,,,
822,1250,-0.14343446,0,301.75,75834.74169,-191.7911647,-193.04,161,32896,1250,1250,-136,41118503,10.81657987,,,,
822,1158,-0.13976704,0,301.75,76314.05556,-185.4882813,-191.08,162,33152,1250,1250,234.45,41438349,11.43825161,,,,
822,957,-0.15504491,40.53302234,301.75,76787.01419,-183.3950758,-181.4015,163,33284,1244.21,1250,274.65,41602770,65.97669606,,,,
822,1035,-0.14087889,0,301.75,77258.01551,-189.3686508,-190.44,164,33536,1250,1250,259.1,41917555,10.98209452,,,,
822,1250,-0.16080989,0,301.75,77731.27916,-191.4326241,-191.8,165,33677,1250,1250,-160,42093805,11.00363576,,,,
822,971,-0.13794357,0,301.75,78202.58121,-185.4880658,-190.76,166,33920,1250,1250,271.9,42397104,13.17810305,,,,
822,920,-0.1350456,0,301.75,78672.76093,-180.9,-189.6,167,34176,1250,1250,282.15,42716519,16.74275963,,,,
822,1061,-0.15257056,0,301.75,79147.84913,-180.3675373,-190.04,168,34310,1250,1250,253.9,42883687,12.76864911,,,,
822,1120,-0.13216193,0,301.75,79619.6884,-179.2658,-189,169,34560,1250,1250,242.05,43195692,15.0346267,,,,
822,960,-0.15348603,29.19958219,301.75,80096.78325,-182.5738854,-179.921,170,34717,1246.62,1250,274.15,43391604,62.80037109,,,,
822,1234,-0.14307469,0,301.75,80568.08598,-187.8975771,-190.12,171,34944,1250,1250,219.25,43675338,12.57877578,,,,
822,930,-0.1344528,2.487468593,301.75,81044.1862,-180.2857422,-184.6695,172,35200,1249.75,1250,280,43994355,42.4288439,,,,
822,1190,-0.15186296,0,301.75,81517.95733,-181.1368613,-188.4,173,35337,1250,1250,228,44165544,16.13443522,,,,
822,1077,-0.13319263,0,301.75,81993.47282,-178.9836032,-185.28,174,35584,1250,1250,250.75,44473801,13.15604804,,,,
745,745,-0.14130132,69.03552419,317,82468.07767,-167.4465517,-166.0715,175,35758,1237.58,1250,317,44689503,100.2264349,,,,
745,843,-0.13791853,24.07869598,317,82936.83306,-178.6891509,-182.5545,176,35970,1247.58,1250,297.45,44953376,47.15550397,,,,
745,986,-0.13355361,0,317,83407.85737,-179.9728346,-188.64,177,36224,1250,1250,268.9,45270084,13.51408154,,,,
745,837,-0.14162889,50.72888723,317,83881.37082,-164.8949324,-173.959,178,36372,1241.6,1250,298.6,45453908,79.79722814,,,,
745,1009,-0.12936775,12.23834548,317,84358.86183,-171.9813559,-181.7125,179,36608,1248.77,1250,264.3,45747970,44.34064691,,,,
700,700,-0.12535498,75.54952018,326.1,84830.04572,-152.8297436,-147.613,180,36803,1232.7,1250,326.1,45989255,121.6330086,,,,
700,833,-0.13126361,54.35956126,326.1,85305.64954,-167.1155612,-155.7355,181,36999,1237.09,1250,299.4,46232850,113.5555125,,,,
700,743,-0.10976878,22.40689849,326.1,85785.37016,-151.5648594,-170.4645,182,37248,1246.53,1250,317.45,46540865,83.61259095,,,,
700,797,-0.118715435,58.51775372,326.1,86268.09808,-133.0549419,-155.928,183,37420,1237.45,1250,306.6,46751078,106.5853131,,,,
700,843,-0.12630758,45.1343284,326.1,86744.41059,-164.6634259,-172.873,184,37636,1243.18,1250,297.55,47019599,78.40403128,,,,
700,919,-0.10120625,33.37653517,326.1,87218.74272,-131.4246575,-143.2245,185,37855,1240.37,1250,282.3,47289931,121.9070444,,,,
700,902,-0.103540204,68.44406402,326.1,87689.5372,-121.0442935,-127.1515,186,38039,1231.01,1250,285.65,47515943,145.7522779,,,,
700,854,-0.09516224,43.6575068,326.1,88163.45726,-132.6256356,-130.4075,187,38275,1236.89,1250,295.25,47807132,137.3814011,,,,
700,952,-0.102523826,47.11207382,326.1,88633.14658,-122.9087179,-142.0225,188,38470,1237.55,1250,275.75,48047288,122.4836004,,,,
700,883,-0.119487464,25.29596015,326.1,89109.06929,-149.5656566,-164.853,189,38668,1244.88,1250,289.4,48292664,93.58804513,,,,
700,791,-0.10875834,68.05898251,326.1,89582.34341,-144.8939394,-139.705,190,38899,1231.57,1250,307.95,48577715,132.3987301,,,,
700,814,-0.11878433,68.30289818,326.1,90062.53103,-142.4628415,-142.6125,191,39082,1230.71,1250,303.3,48802907,133.3375255,,,,
700,906,-0.09729627,58.46446699,326.1,90543.60548,-131.1717489,-128.17,192,39305,1232.31,1250,284.8,49077845,144.9040743,,,,
700,751,-0.09587702,75.50887365,326.1,91016.90385,-122.2011792,-116.0475,193,39517,1221.9,1250,315.8,49337290,156.9552473,,,,
700,881,-0.095142424,52.83730122,326.1,91498.93019,-114.9404639,-122.08,194,39711,1231.86,1250,289.95,49575915,148.5795502,,,,
661,661,-0.06919152,57.09707173,333.95,91973.04587,-98.18056769,-116.63,195,39940,1231.62,1250,333.95,49855570,148.2097067,,,,
661,747,-0.097445495,77.96338307,333.95,92448.93077,-114.7309278,-133.018,196,40134,1227.53,1250,316.7,50092049,143.724493,,,,
661,829,-0.08616819,70.49403592,333.95,92933.53059,-109.4731707,-95.469,197,40339,1223.03,1250,300.25,50342743,174.9894705,,,,
661,891,-0.07424709,64.00013984,333.95,93405.42362,-101.6712389,-101.386,198,40565,1227.39,1250,287.85,50620026,166.8828293,,,,
661,822,-0.08864652,78.69356009,333.95,93878.94583,-106.6497423,-103.4515,199,40759,1220.94,1250,301.7,50857189,166.1947184,,,,
661,838,-0.06565806,80.87685639,333.95,94360.52441,-86.17258065,-75.6785,200,40976,1214.29,1250,298.5,51121096,187.2079919,,,,
661,750,-0.05995549,111.4546527,333.95,94835.06606,-79.98906977,-39.8545,201,41191,1196.02,1250,316.1,51381818,198.3424464,,,,
661,895,-0.074686095,71.28520955,333.95,95315.61552,-90.142,-106.5895,202,41391,1223.83,1250,287,51626241,162.0503595,,,,
661,727,-0.07106298,84.61300787,333.95,95795.42937,-96.38704545,-94.277,203,41611,1218.67,1250,320.75,51895267,172.5977781,,,,
661,842,-0.05452055,88.88274523,333.95,96278.6731,-64.73514851,-60.3465,204,41813,1208.24,1250,297.6,52140961,189.2462826,,,,
661,784,-0.0575305,66.88220989,333.95,96759.82461,-73.50889423,-67.5195,205,42021,1218.7,1250,309.2,52393434,183.6022615,,,,
661,794,-0.068819575,88.57305403,333.95,97242.99422,-93.83378378,-80.973,206,42243,1214.79,1250,307.35,52664512,173.2089307,,,,
661,801,-0.079146415,87.55941069,333.95,97709.3654,-94.0290404,-87.211,207,42441,1216.36,1250,305.95,52906840,175.7537673,,,,
661,751,-0.07149921,81.25762487,333.95,98194.97193,-96.35532407,-81.845,208,42657,1216.72,1250,315.9,53170861,180.4955608,,,,
661,752,-0.054902807,69.11534128,333.95,98674.83245,-70.47323944,-83.6535,209,42870,1220.36,1250,315.75,53428768,179.2973096,,,,
661,886,-0.07304467,82.08576673,333.95,99150.40355,-87.04570707,-84.3165,210,43068,1215.87,1250,288.8,53669980,177.434069,,,,
661,829,-0.07962424,83.61716331,333.95,99628.04728,-107.1817352,-91.7635,211,43287,1217.1,1250,300.3,53938871,173.2982937,,,,
661,794,-0.082643464,82.04608461,333.95,100088.7518,-103.7783019,-106.5865,212,43499,1220.4,1250,307.2,54197633,163.5395767,,,,
